n,wMAPE_MA,wMAPE_Lin,wMAPE_Quad,AvgError_MA,AvgError_Lin,AvgError_Quad
2,0.11316053002718718,0.19496309487430347,nan,5.3870635301332275,9.281315471630661,nan
3,0.11086411336045654,0.1590836319418816,0.34580876637235825,5.2777515145958285,7.573270141067588,16.462430313660356
4,0.11174048243278123,0.14121126975648146,0.25278393283127354,5.319490419659656,6.722469603345906,12.033970855179964
5,0.11537938325391572,0.129185221397954,0.2098359384527389,5.492710521959102,6.149946418872681,9.989376217136172
6,0.11865255254598188,0.1250576438527643,0.17948453669068778,5.64853018913063,5.953448632385159,8.544475464078788
7,0.12114916794268515,0.12423777413463474,0.1624992427742118,5.767398597418667,5.914434052320477,7.735900466943125
8,0.12447349013299772,0.12201324515865566,0.15586042601984162,5.925661909401189,5.808539942975401,7.419862564004393
9,0.12823661941723188,0.1198799361416258,0.15011939925583334,6.1048340341174905,5.7070056703855645,7.146585912222896
10,0.13173468655063666,0.11951059768199582,0.1441072480336463,6.27138570516148,5.689443483285581,6.8603961416114965
11,0.1353620494057754,0.11948415975278884,0.14031197533601575,6.444096583823507,5.688207803177008,6.67974461750257
12,0.1392636191000538,0.11897919129709084,0.13790394462639785,6.629874724714565,5.664201018507498,6.5651451744918825
13,0.14313723660454725,0.11901828192895715,0.13557029952845628,6.814323837577817,5.66609454601055,6.454085223795479
14,0.1467989796784884,0.11993468455744241,0.13264873924915724,6.98869677180115,5.709761366389128,6.315042637247326
15,0.15054090387144836,0.12074644415584469,0.131078003479321,7.166889820069343,5.748447359988356,6.240308013383208
16,0.1543881624786281,0.12155462261291063,0.13017155293110197,7.350109104801793,5.786970477879493,6.197205155010031
17,0.1581233509719912,0.1226886676650994,0.12911820279851433,7.527986037920122,5.8410005322837915,6.147099855483835
18,0.16187939262659895,0.12397031345427234,0.1283520343105822,7.706867410506034,5.90206543976094,6.1106734727014125
19,0.16568238290244644,0.12522116188885174,0.1279161914710336,7.887988692085584,5.961666483096569,6.0899744087593435
20,0.16950180447168692,0.12650414423370754,0.12775599388562855,8.069901741869973,6.022803220811203,6.082403198039116
21,0.17331034320443167,0.12790994227840666,0.12761387415855258,8.251276902499667,6.08977129008938,6.075675535654007
22,0.1771179042860702,0.12940901817309522,0.1275199834041752,8.432600140685402,6.1611755697485435,6.07123844610008
23,0.18086692498676035,0.13109158651928438,0.1274001134171244,8.611138058024451,6.241316646731652,6.065564311015699
24,0.18453732909605963,0.1329051215067695,0.12735255359005837,8.78595274090906,6.327706823888327,6.063345138662333
25,0.18812594343774208,0.13482273687282173,0.12738249514668953,8.956875333493283,6.41905323754499,6.064815452079404
26,0.1916158588535643,0.13682599592429912,0.12768376342677837,9.123104177035238,6.514480703280013,6.079205982364017
27,0.1950370733830872,0.13891659521490532,0.12808241345018903,9.286055197083433,6.614061360645762,6.098227072644651
28,0.19842882913040957,0.14105266405981198,0.12861882115447337,9.447591263341042,6.715797913450651,6.123797919714723
29,0.20175970588772055,0.1431739843723975,0.12923202943345427,9.606232902155716,6.816835072986543,6.153027274171687
30,0.20502570620452015,0.14534235378564161,0.12994313942526922,9.761776531060839,6.920105797555543,6.18691144781919
31,0.20821231471919305,0.1475427096160057,0.13074370305536237,9.913543105150675,7.024901546297342,6.225056081406144
