n,wMAPE_MA,wMAPE_Lin,wMAPE_Quad,AvgError_MA,AvgError_Lin,AvgError_Quad
2,0.1546766637218898,0.2983569695456446,nan,3.8407882937034747,7.408525167288039,nan
3,0.15092170450275233,0.22484067542125155,0.5469840836239483,3.747526835289454,5.583003899816146,13.582125504152451
4,0.15107244451783208,0.198287049391193,0.36657417991206986,3.7512573597747956,4.923636178329908,9.10234884122926
5,0.15255573505141656,0.1842042539846716,0.29435870089062477,3.7880918440733895,4.573952148883683,7.309183058244159
6,0.15471123220405275,0.17592601807799732,0.2568243390249438,3.841613044868943,4.368394436215872,6.377169368910503
7,0.15812312255693425,0.16881852433027128,0.23577760988086655,3.926336314230567,4.191912554434278,5.854565586537764
8,0.16228803465603417,0.16342796493281136,0.22119276327900722,4.029756454269306,4.058061938404347,5.4924133338015935
9,0.16721965603433517,0.1592894483109041,0.21012308989324835,4.1522088432566395,3.955294919265918,5.217538253086751
10,0.17219953076531572,0.15718403216244137,0.19997512085796101,4.275867678970747,3.9030194785470416,4.96556031293811
11,0.17741846275111733,0.15571025852446768,0.1918781662640066,4.40545017771992,3.86641714426144,4.764496820458542
12,0.18264402454251943,0.15506181296122978,0.18539126961166766,4.535211508027589,3.8503209746873694,4.603428015434091
13,0.18796344507619692,0.15502257802601363,0.18031986562576008,4.667286065148572,3.8493373959543598,4.477489736173942
14,0.19342319855849577,0.15505884764836772,0.17703414415752175,4.802863235895052,3.8502436332391237,4.395909016131595
15,0.19889140636130614,0.15559845853316256,0.1740057224974387,4.938655306616336,3.863651864073803,4.3207210432836805
16,0.2043142259840942,0.15646903048928673,0.17154528909422465,5.073303585811362,3.8852649130341868,4.259621796274379
17,0.20983560667774287,0.1575381701819151,0.16982089646849943,5.210406129933421,3.911813922386161,4.216805021605106
18,0.21530983383293867,0.15894892456851087,0.16806665301553986,5.3463447257732595,3.946850589246959,4.1732523216993425
19,0.22074091493943576,0.16058028969315763,0.16683683655062356,5.48119381553148,3.98735182829104,4.142707467507844
20,0.22615514263959027,0.1622949218836709,0.16607354078238526,5.615642619159008,4.029933918661509,4.123760541755305
21,0.23153312528764836,0.16414946885413687,0.16550212282620036,5.7491892535055955,4.0759885270515825,4.109576220692596
22,0.2368759675489434,0.16622392512382603,0.16513755657586227,5.881856370609144,4.127498720338542,4.100523152361848
23,0.24221636696337015,0.16843371584118663,0.16491475494747812,6.014465374961314,4.182371177485701,4.094991993674132
24,0.2474838930564229,0.17085166063080348,0.16485351751596702,6.145266332283056,4.242413293740155,4.093473552714592
25,0.2526893265568922,0.17335508109812756,0.16507317358056164,6.27453735125319,4.304585975992164,4.0989376458206435
26,0.25784137630475773,0.17604593876005567,0.16522778179734798,6.402462349408433,4.371398845409868,4.102773058360648
27,0.26289520276764455,0.1788624832615204,0.16563291023988944,6.5279522633237335,4.441335331108044,4.112831728759222
28,0.26785850015139634,0.18177753568087418,0.1661768095504535,6.651201773643931,4.513722980774894,4.126340921776839
29,0.2727420760030419,0.1847305148771029,0.1668982888919796,6.772462752195298,4.587046302254742,4.144254020100054
30,0.27756785633126796,0.18785792731136727,0.16764723879056428,6.892307020286295,4.664713444626293,4.16286041229788
