n,wMAPE_MA,wMAPE_Lin,wMAPE_Quad,AvgError_MA,AvgError_Lin,AvgError_Quad
2,0.2441665533736343,0.4634461780367868,nan,2.574394273966954,4.886390746582097,nan
3,0.2425568208748922,0.35897214734908106,0.8203076317609356,2.5574073943860443,3.7848369742720362,8.648945824610536
4,0.2413298275187701,0.31446967835645456,0.5891859311567419,2.5444627458139952,3.31561328117993,6.212086038429931
5,0.24075180887300524,0.29585787942459,0.4812865021244683,2.5383794168475915,3.119393183208402,5.074469663668309
6,0.23997403436055678,0.2837961322597417,0.4201293077233612,2.5301689231502795,2.992207703917594,4.429638068713518
7,0.23964000970124255,0.2753851093783413,0.3819006349857031,2.5266312436369343,2.9035077333502617,4.02654831103798
8,0.23979663878230878,0.2684743906970399,0.35534897317785036,2.528287289546861,2.8306501417827974,3.7466091968649415
9,0.24077451125643828,0.2625770451785906,0.3367879918266352,2.5385887181943074,2.768462164324491,3.550899935433119
10,0.24136554712541225,0.25876972148721195,0.3216186374539219,2.5448116845303037,2.7283107248987193,3.390951510284051
11,0.24180087525163782,0.25614125411567795,0.3099616522478214,2.549391738154967,2.7005874001224948,3.268034801623852
12,0.2417157444500913,0.25488427249399664,0.299733354862064,2.5484842027220855,2.6873240857812113,3.160181897264047
13,0.24196714439015043,0.25329890255472626,0.2937173117734765,2.551117712363911,2.6705911600451238,3.096732155027777
14,0.24228738285773785,0.2517468804619088,0.2887252066682191,2.554477371136468,2.654210474392474,3.0440793004220326
15,0.2427844002382033,0.2501903455143762,0.28506364929462535,2.5597301000175006,2.6378126334253165,3.0054896558608197
16,0.24328164679671643,0.248872613102243,0.2812729587394812,2.5649640033666925,2.6239106091075226,2.9655135263452674
17,0.24286063127186966,0.24959956714143974,0.2755075557595143,2.560515111154732,2.631564696411823,2.9047164048990575
18,0.2429150810782724,0.2492964106751827,0.27273797701572994,2.561079195121017,2.628358222817917,2.875505117071356
19,0.24332466926575783,0.24834292538269884,0.2712633505382356,2.5653874716065768,2.6182952651754094,2.859946766091287
20,0.2437240366141059,0.247576743579007,0.26962745116351644,2.5695880873961903,2.61020726496591,2.8426883789133233
21,0.24419877198121606,0.24681164276367437,0.2681471679785235,2.574590729377708,2.602138258953731,2.827078970075637
22,0.24452469349885134,0.24653093375351262,0.26612371386381756,2.578018831788476,2.599170581673554,2.80573686080357
23,0.24495680348759838,0.24607565006737628,0.26458196847217563,2.5825706710238077,2.59436662982622,2.789478071763717
24,0.24533064441610825,0.24579310279833083,0.26274166631189516,2.5865025471055287,2.5913782110748094,2.770065642487853
25,0.24529306397391484,0.24635966136488693,0.2601622473456401,2.586096721300887,2.5973417356158484,2.7428608211212193
26,0.2457263870240654,0.24592375744693698,0.2594994463915539,2.5906612563884366,2.592742107020241,2.7358688253329855
27,0.24617038056085216,0.24552008204408896,0.25879881442828445,2.5953341345905243,2.588478143490436,2.728473651245175
28,0.24654170841959952,0.24533807987664824,0.25794570868688516,2.599240595797639,2.5865509775129705,2.7194707209120557
29,0.24690070683292487,0.24514118482821437,0.2570993967220623,2.6030232513570595,2.5844729736025345,2.7105459363073714
30,0.2471857728197813,0.24515497407763281,0.25613828711126974,2.606040418676248,2.58463002946223,2.700425357688901
31,0.24758359819176584,0.24497997657714826,0.25558944122666016,2.610246533661147,2.5827968385110633,2.694651252646947
32,0.2480155799492809,0.2448038251866783,0.2551177636424124,2.614796874330464,2.580935750299127,2.6896742982629314
33,0.24859302747456238,0.24437467539085653,0.2550924135320463,2.6208913958510514,2.5764177322364166,2.689413772240383
