sample,reading_set,simulated_nodes,real_nodes,exec_time
44,6,21,16,0.057175900001311675
44,7,26,11,0.062392399995587766
44,8,29,8,0.05979220000153873
44,9,32,5,0.05825629999162629
44,10,26,11,0.057821700000204146
44,11,25,12,0.058902700009639375
44,12,23,14,0.06138110000756569
44,13,36,1,0.059496599991689436
44,14,24,13,0.06100729999889154
44,15,32,5,0.055705199993099086
44,16,23,14,0.05626939999638125
44,17,21,16,0.06325749999086838
44,18,31,6,0.05746429999999236
44,19,26,11,0.05572119999851566
44,20,29,8,0.05853549999301322
44,21,31,6,0.056035099987639114
44,22,26,11,0.05935650000174064
44,23,25,12,0.055244500006665476
44,24,34,3,0.05698639999900479
44,25,24,13,0.05583620000106748
44,26,30,7,0.05691480000677984
44,27,28,9,0.0562357000017073
44,28,25,12,0.055682600010186434
44,29,28,9,0.0556322999909753
44,30,33,4,0.05897480000567157
44,31,27,10,0.06143739999970421
44,32,25,12,0.062106800003675744
44,33,23,14,0.05916360000264831
44,34,21,16,0.05710830001044087
44,35,30,7,0.06160309999540914
44,36,21,16,0.05497070000274107
44,37,26,11,0.05875739999464713
44,38,29,8,0.05619460000889376
44,39,25,12,0.05725030000030529
44,40,31,6,0.0608974000060698
44,41,28,9,0.05628889999934472
44,42,36,1,0.05606859999534208
44,43,28,9,0.05951259999710601
44,44,32,5,0.059435400005895644
44,45,25,12,0.05620239999552723
44,46,23,14,0.057354400007170625
44,47,33,4,0.05979970000043977
44,48,24,13,0.0557909000053769
44,49,23,14,0.05885380000108853
44,50,27,10,0.057207699996070005
44,51,33,4,0.061616399994818494
44,52,26,11,0.05843430000822991
44,53,30,7,0.05704939999850467
44,54,24,13,0.05776890000561252
44,55,25,12,0.05882289999863133
44,56,35,2,0.05395750000025146
44,57,21,16,0.05526530000497587
44,58,35,2,0.055680400007986464
44,59,29,8,0.05605830000422429
44,60,21,16,0.05651249999937136
44,61,28,9,0.05776339999283664
44,62,34,3,0.055935099997441284
44,63,30,7,0.05742740001005586
44,64,32,5,0.056304700003238395
44,65,30,7,0.05656710000766907
44,66,24,13,0.055240300003788434
44,67,25,12,0.055250499994144775
44,68,32,5,0.05852630001027137
44,69,33,4,0.059957500008749776
44,70,22,15,0.07170570000016596
44,71,33,4,0.05682449998857919
44,72,22,15,0.05578429999877699
44,73,34,3,0.057586900002206676
44,74,22,15,0.05729609999980312
44,75,26,11,0.05728020000969991
44,76,29,8,0.054986100003588945
44,77,21,16,0.05549319999408908
44,78,36,1,0.05719020000833552
44,79,34,3,0.054925300006289035
44,80,24,13,0.06329580000601709
44,81,31,6,0.05951249999634456
44,82,26,11,0.06051320000551641
44,83,32,5,0.05638219999673311
44,84,30,7,0.05790759999945294
44,85,28,9,0.0554674999875715
44,86,29,8,0.06025370000861585
44,87,30,7,0.06375929999921937
44,88,33,4,0.056662300004973076
44,89,29,8,0.06302779998804908
44,90,32,5,0.059661099992808886
44,91,31,6,0.058202000000164844
44,92,21,16,0.05681259999983013
44,93,25,12,0.05672920000506565
44,94,24,13,0.05957559999660589
44,95,22,15,0.06480870000086725
44,96,22,15,0.05814660000032745
44,97,30,7,0.05592169999727048
44,98,28,9,0.06419910000113305
44,99,31,6,0.056130700002540834
45,0,27,10,0.059668100002454594
45,1,21,16,0.05469150000135414
45,2,31,6,0.0568141999974614
45,3,24,13,0.058889099993393756
45,4,28,9,0.05515310000919271
45,5,34,3,0.0579204999958165
45,6,26,11,0.05763550000847317
45,7,34,3,0.06657279998762533
45,8,28,9,0.06186469999374822
45,9,21,16,0.05598360000294633
45,10,21,16,0.0572249999968335
45,11,33,4,0.05795999999099877
45,12,34,3,0.057587200004491024
45,13,25,12,0.05542839999543503
45,14,23,14,0.05655789999582339
45,15,30,7,0.05471509999188129
45,16,24,13,0.05973150000500027
45,17,27,10,0.060464399997727014
45,18,26,11,0.05890289999661036
45,19,22,15,0.054143600005772896
45,20,29,8,0.058773599987034686
45,21,36,1,0.05749839999771211
45,22,24,13,0.05547150000347756
45,23,30,7,0.058918299997458234
45,24,32,5,0.05717189999995753
45,25,23,14,0.055938600009540096
45,26,33,4,0.057562600006349385
45,27,29,8,0.0618084000016097
45,28,29,8,0.055755599998519756
45,29,33,4,0.05591239999921527
45,30,31,6,0.055785499993362464
45,31,32,5,0.05433079999056645
45,32,32,5,0.056884900011937134
45,33,24,13,0.056191199997556396
45,34,26,11,0.05540210001345258
45,35,24,13,0.0599728000088362
45,36,30,7,0.05568190000485629
45,37,29,8,0.0570923000050243
45,38,28,9,0.05915180000010878
45,39,35,2,0.05926300000282936
45,40,31,6,0.05829630000516772
45,41,26,11,0.05965769999602344
45,42,31,6,0.05765190000238363
45,43,28,9,0.06302479999430943
45,44,34,3,0.05690110000432469
45,45,32,5,0.05546679999679327
45,46,28,9,0.0626271000073757
45,47,27,10,0.06028309999965131
45,48,27,10,0.05687430000398308
45,49,28,9,0.0560062000004109
45,50,30,7,0.05637629999546334
45,51,29,8,0.05718289999640547
45,52,25,12,0.05768300000636373
45,53,24,13,0.05795550000038929
45,54,32,5,0.05898269999306649
45,55,23,14,0.06049430000712164
45,56,35,2,0.054608799997367896
45,57,35,2,0.05979949999891687
45,58,35,2,0.05581950000487268
45,59,23,14,0.05561330000637099
45,60,34,3,0.06052490000729449
45,61,33,4,0.05845620000036433
45,62,36,1,0.05806460000167135
45,63,26,11,0.05782380000164267
45,64,31,6,0.05627180000010412
45,65,25,12,0.06030599999940023
45,66,26,11,0.05934249999700114
45,67,23,14,0.05456699999922421
45,68,23,14,0.05970600000000559
45,69,32,5,0.058073000007425435
45,70,32,5,0.056345999997574836
45,71,27,10,0.05607920000329614
45,72,36,1,0.05970589999924414
45,73,27,10,0.05806149999261834
45,74,27,10,0.05811700000776909
45,75,24,13,0.05693489999976009
45,76,30,7,0.057621100000687875
45,77,35,2,0.055353500007186085
45,78,26,11,0.05917819999740459
45,79,34,3,0.058774500008439645
45,80,36,1,0.056121000001439825
45,81,27,10,0.05741739999211859
45,82,27,10,0.05508659999759402
45,83,22,15,0.05624219999299385
45,84,27,10,0.057129200009512715
45,85,29,8,0.0628458999999566
45,86,34,3,0.055388399996445514
45,87,35,2,0.059043400004156865
45,88,29,8,0.058135000013862737
45,89,27,10,0.058511000010184944
45,90,22,15,0.06403259999933653
45,91,29,8,0.060957800000323914
45,92,34,3,0.05634180000924971
45,93,32,5,0.055640199992922135
45,94,31,6,0.054053499989095144
45,95,27,10,0.05575390000012703
45,96,24,13,0.05593580000277143
45,97,28,9,0.057141600002069026
45,98,27,10,0.05738749999727588
45,99,21,16,0.060396100001526065
46,0,26,11,0.057158800002071075
46,1,29,8,0.055743999997503124
46,2,24,13,0.05624550000356976
46,3,27,10,0.05700149999756832
46,4,25,12,0.057761699994443916
46,5,28,9,0.05869989999337122
46,6,34,3,0.06269230000907555
46,7,35,2,0.05704449999029748
46,8,30,7,0.05722950000199489
46,9,32,5,0.056162299995776266
46,10,33,4,0.05778830000781454
46,11,36,1,0.05579520000901539
46,12,33,4,0.05728829999861773
46,13,23,14,0.05897129999357276
46,14,28,9,0.05744960000447463
46,15,21,16,0.05716810000012629
46,16,22,15,0.05525839999609161
46,17,25,12,0.055814399995142594
46,18,29,8,0.05635729999630712
46,19,29,8,0.05781319999368861
46,20,32,5,0.06205579999368638
46,21,34,3,0.05546500001219101
46,22,21,16,0.05815700000675861
46,23,31,6,0.05854810000164434
46,24,29,8,0.058530700000119396
46,25,25,12,0.055666300002485514
46,26,33,4,0.05488579999655485
46,27,32,5,0.06426710000960156
46,28,33,4,0.06051049999950919
46,29,21,16,0.0571427999966545
46,30,29,8,0.05403699999442324
46,31,25,12,0.056853400004911236
46,32,29,8,0.05614339999738149
46,33,25,12,0.0550301000039326
46,34,34,3,0.05762359999062028
46,35,34,3,0.057408599997870624
46,36,24,13,0.05508659999759402
46,37,29,8,0.059881299996050075
46,38,34,3,0.05834820000745822
46,39,21,16,0.0594886999897426
46,40,32,5,0.05861090001417324
46,41,21,16,0.061608300005900674
46,42,35,2,0.06106500000169035
46,43,30,7,0.056106200005160645
46,44,24,13,0.054820800010929815
46,45,27,10,0.058438899999600835
46,46,25,12,0.05739469999389257
46,47,33,4,0.059711499998229556
46,48,36,1,0.056790700007695705
46,49,36,1,0.057425599996349774
46,50,23,14,0.056242299993755296
46,51,25,12,0.05683110000973102
46,52,36,1,0.05764289999206085
46,53,33,4,0.056792700008372776
46,54,22,15,0.0820802999951411
46,55,25,12,0.05807780000031926
46,56,34,3,0.05710140000155661
46,57,26,11,0.0559069000009913
46,58,33,4,0.0627818000066327
46,59,33,4,0.059301800007233396
46,60,33,4,0.06332200000179
46,61,24,13,0.0613969999976689
46,62,22,15,0.06155399999988731
46,63,33,4,0.06084390000614803
46,64,21,16,0.08035770000424236
46,65,25,12,0.05670749999990221
46,66,23,14,0.05525449999549892
46,67,22,15,0.057770100000198
46,68,23,14,0.05462749999423977
46,69,28,9,0.05706360000476707
46,70,26,11,0.05923110000730958
46,71,32,5,0.05623599998943973
46,72,27,10,0.05753819999517873
46,73,33,4,0.054808299988508224
46,74,33,4,0.057418199998210184
46,75,27,10,0.05523759999778122
46,76,33,4,0.05942530000174884
46,77,31,6,0.05651189999480266
46,78,34,3,0.057662699997308664
46,79,26,11,0.06051520000619348
46,80,21,16,0.060454000005847774
46,81,35,2,0.061463699996238574
46,82,23,14,0.057958800010965206
46,83,36,1,0.05882900000142399
46,84,30,7,0.05578660000173841
46,85,23,14,0.05432920000748709
46,86,24,13,0.05805710000277031
46,87,36,1,0.05534060001082253
46,88,30,7,0.0558247000008123
46,89,25,12,0.05767989999731071
46,90,31,6,0.05602499999804422
46,91,35,2,0.057367799992789514
46,92,31,6,0.060183499997947365
46,93,29,8,0.056702599991695024
46,94,33,4,0.05432209999707993
46,95,27,10,0.05776960001094267
46,96,30,7,0.05777400000079069
46,97,32,5,0.05441080000309739
46,98,35,2,0.06030480000481475
46,99,35,2,0.07334180000179913
47,0,21,16,0.07303949999914039
47,1,28,9,0.06072980001044925
47,2,24,13,0.05589469999540597
47,3,30,7,0.05849049999960698
47,4,23,14,0.05836249999993015
47,5,35,2,0.06021830000099726
47,6,34,3,0.056019600000581704
47,7,23,14,0.05733009999676142
47,8,25,12,0.06375990000378806
47,9,26,11,0.06748410000000149
47,10,24,13,0.05833790000178851
47,11,34,3,0.0576197000045795
47,12,36,1,0.0569617000001017
47,13,30,7,0.05723770000622608
47,14,32,5,0.056830000001355074
47,15,26,11,0.058559700002660975
47,16,35,2,0.056277900002896786
47,17,30,7,0.0594340999959968
47,18,30,7,0.06696149999334011
47,19,24,13,0.05901389999780804
47,20,24,13,0.0553990999906091
47,21,34,3,0.05660479998914525
47,22,33,4,0.05898370000068098
47,23,24,13,0.05589499999769032
47,24,27,10,0.055744099998264574
47,25,24,13,0.05664190000970848
47,26,28,9,0.06573159999970812
47,27,27,10,0.0627301000058651
47,28,28,9,0.05638270000054035
47,29,21,16,0.05634439999994356
47,30,36,1,0.055786700002499856
47,31,29,8,0.057093600000371225
47,32,30,7,0.05804530000023078
47,33,33,4,0.05611309999949299
47,34,21,16,0.055882599990582094
47,35,31,6,0.055710499989800155
47,36,31,6,0.05581440000969451
47,37,22,15,0.06274560000747442
47,38,28,9,0.06575559999328107
47,39,24,13,0.06484540000383276
47,40,30,7,0.054192600000533275
47,41,35,2,0.055126899998867884
47,42,33,4,0.05867209999996703
47,43,31,6,0.060767800008761697
47,44,26,11,0.06265700000221841
47,45,31,6,0.05648420000215992
47,46,21,16,0.05489090000628494
47,47,36,1,0.057616399994003586
47,48,26,11,0.05538920000253711
47,49,24,13,0.05783720000181347
47,50,25,12,0.05673110000498127
47,51,34,3,0.05756169999949634
47,52,34,3,0.05666180000116583
47,53,35,2,0.057469099992886186
47,54,27,10,0.05657729999802541
47,55,29,8,0.05610430000524502
47,56,26,11,0.06097220000810921
47,57,36,1,0.05871850000403356
47,58,32,5,0.05658699999912642
47,59,35,2,0.05732569999236148
47,60,36,1,0.05942469999718014
47,61,34,3,0.056156700011342764
47,62,33,4,0.0557429000036791
47,63,22,15,0.05889949999982491
47,64,29,8,0.057195200002752244
47,65,26,11,0.0596839999925578
47,66,23,14,0.0559410999994725
47,67,23,14,0.060285699990345165
47,68,28,9,0.056624499993631616
47,69,35,2,0.058124000002862886
47,70,24,13,0.05478170000424143
47,71,33,4,0.05382159999862779
47,72,29,8,0.05801969999447465
47,73,36,1,0.0616745000006631
47,74,31,6,0.05856379999022465
47,75,32,5,0.055866800001240335
47,76,31,6,0.05822840001201257
47,77,25,12,0.05873129999963567
47,78,32,5,0.0581784000096377
47,79,34,3,0.056118499996955507
47,80,32,5,0.054025799996452406
47,81,33,4,0.0568797000014456
47,82,25,12,0.05579589999979362
47,83,32,5,0.058767700000316836
47,84,29,8,0.058388599994941615
47,85,33,4,0.056547799991676584
47,86,21,16,0.056246899999678135
47,87,21,16,0.056839500000933185
47,88,23,14,0.055922600004123524
47,89,36,1,0.0549143000098411
47,90,36,1,0.05566019999969285
47,91,31,6,0.05739410000387579
47,92,23,14,0.056137999999918975
47,93,30,7,0.057991499998024665
47,94,23,14,0.05793509999057278
47,95,32,5,0.0665692000038689
47,96,33,4,0.06477449998783413
47,97,35,2,0.059550499994657
47,98,21,16,0.05749439999635797
47,99,26,11,0.056512700000894256
48,0,34,3,0.05992280000646133
48,1,35,2,0.08226470000226982
48,2,25,12,0.05746820000058506
48,3,32,5,0.0564481000037631
48,4,31,6,0.058092300008866005
48,5,26,11,0.056005599995842203
48,6,36,1,0.059411499998532236
48,7,26,11,0.056014200003119186
48,8,29,8,0.05611520000093151
48,9,27,10,0.05799880000995472
48,10,24,13,0.060555999996722676
48,11,22,15,0.05857320000359323
48,12,32,5,0.061438300006557256
48,13,33,4,0.06171560000802856
48,14,36,1,0.057212200001231395
48,15,24,13,0.058275399991543964
48,16,32,5,0.06310759999905713
48,17,24,13,0.05875050000031479
48,18,27,10,0.05510389999835752
48,19,24,13,0.0587087000021711
48,20,34,3,0.05650410000816919
48,21,30,7,0.055722299992339686
48,22,22,15,0.06178350000118371
48,23,22,15,0.05750369999441318
48,24,32,5,0.05945979998796247
48,25,31,6,0.05508930000360124
48,26,24,13,0.05927250000240747
48,27,24,13,0.05582870000216644
48,28,35,2,0.057529400000930764
48,29,29,8,0.06722899999294896
48,30,36,1,0.05634890000510495
48,31,28,9,0.05889960000058636
48,32,32,5,0.058530000009341165
48,33,27,10,0.06573290000960696
48,34,28,9,0.05737320000480395
48,35,35,2,0.05628170000272803
48,36,29,8,0.055872799988719635
48,37,22,15,0.05745609999576118
48,38,26,11,0.057112900001811795
48,39,36,1,0.06013489999168087
48,40,31,6,0.059309999996912666
48,41,24,13,0.05522700000437908
48,42,22,15,0.05612209999526385
48,43,32,5,0.05673030001344159
48,44,24,13,0.05520790000446141
48,45,33,4,0.05611330000101589
48,46,31,6,0.06784669999615289
48,47,35,2,0.058794399999896996
48,48,32,5,0.05610790000355337
48,49,36,1,0.05641840001044329
48,50,34,3,0.05548039999848697
48,51,21,16,0.05889010000100825
48,52,29,8,0.06399059999966994
48,53,34,3,0.0583084000099916
48,54,36,1,0.059194599991315044
48,55,28,9,0.06010180000157561
48,56,32,5,0.05581600000732578
48,57,30,7,0.05959539998730179
48,58,24,13,0.056176999991294
48,59,31,6,0.05981259999680333
48,60,29,8,0.06159430000116117
48,61,31,6,0.05621629999950528
48,62,26,11,0.05604999999923166
48,63,29,8,0.06153679999988526
48,64,31,6,0.05801789999532048
48,65,27,10,0.055593500001123175
48,66,25,12,0.058053500004461966
48,67,21,16,0.058344300006865524
48,68,28,9,0.057897399994544685
48,69,32,5,0.060821899998700246
48,70,34,3,0.06349480000790209
48,71,24,13,0.05643009999766946
48,72,30,7,0.06302460000733845
48,73,27,10,0.06300170000758953
48,74,34,3,0.0785465000080876
48,75,25,12,0.0600105000048643
48,76,24,13,0.057262400005129166
48,77,31,6,0.06868989999929909
48,78,28,9,0.059694499999750406
48,79,34,3,0.06240589999652002
48,80,33,4,0.07630230000359006
48,81,28,9,0.061946700006956235
48,82,36,1,0.061903699999675155
48,83,27,10,0.0603189000103157
48,84,22,15,0.059078800011775456
48,85,24,13,0.0598007999942638
48,86,33,4,0.05387590000464115
48,87,28,9,0.05724029999691993
48,88,32,5,0.06390980001015123
48,89,28,9,0.06067880000045989
48,90,21,16,0.056836700008716434
48,91,28,9,0.05613019999873359
48,92,31,6,0.05462650000117719
48,93,33,4,0.05816120000963565
48,94,21,16,0.05521019999287091
48,95,36,1,0.0552179999940563
48,96,26,11,0.05692950000229757
48,97,26,11,0.05817439999373164
48,98,26,11,0.05917779999435879
48,99,28,9,0.05564800000865944
49,0,36,1,0.058037199996761046
49,1,26,11,0.053960000004735775
49,2,26,11,0.05675129999872297
49,3,26,11,0.05593659999431111
49,4,35,2,0.056751300013274886
49,5,24,13,0.056980499997735023
49,6,27,10,0.05374479999591131
49,7,23,14,0.05935940000927076
49,8,29,8,0.05797750000783708
49,9,31,6,0.06068869998853188
49,10,24,13,0.05409710000094492
49,11,26,11,0.0562357000017073
49,12,25,12,0.05759119999129325
49,13,28,9,0.056072699997457676
49,14,24,13,0.05644050000410061
49,15,25,12,0.057846199997584336
49,16,25,12,0.055758000002242625
49,17,22,15,0.05740890000015497
49,18,31,6,0.06561790000705514
49,19,22,15,0.059675099997548386
49,20,35,2,0.05793930000800174
49,21,23,14,0.05526560000726022
49,22,23,14,0.056599600007757545
49,23,25,12,0.054104300012113526
49,24,36,1,0.05490930000087246
49,25,36,1,0.05782040000485722
49,26,25,12,0.058355800007120706
49,27,32,5,0.061823800002457574
49,28,24,13,0.06498340000689495
49,29,28,9,0.05572240000765305
49,30,34,3,0.06096770000294782
49,31,21,16,0.05549559999781195
49,32,24,13,0.05811060000269208
49,33,25,12,0.05711890000384301
49,34,24,13,0.05559509999875445
49,35,35,2,0.05713689999538474
49,36,33,4,0.05387180000252556
49,37,21,16,0.0734052000043448
49,38,26,11,0.056675999992876314
49,39,23,14,0.0588761999970302
49,40,26,11,0.056892900000093505
49,41,32,5,0.05501590001222212
49,42,22,15,0.056760399995255284
49,43,35,2,0.05562379999901168
49,44,23,14,0.05484409999917261
49,45,22,15,0.05829760000051465
49,46,34,3,0.0571147999871755
49,47,27,10,0.06433860000106506
49,48,26,11,0.06137500000477303
49,49,25,12,0.05657679999421816
49,50,23,14,0.05650730000343174
49,51,35,2,0.05593089999456424
49,52,35,2,0.054597099995589815
49,53,32,5,0.05692319999798201
49,54,34,3,0.05785979999927804
49,55,24,13,0.056640900002093986
49,56,21,16,0.056691899997531436
49,57,21,16,0.05669920000946149
49,58,30,7,0.05455020000226796
49,59,35,2,0.05675109999720007
49,60,22,15,0.05603089999931399
49,61,22,15,0.05441090000385884
49,62,35,2,0.05572329999995418
49,63,35,2,0.05602730000100564
49,64,33,4,0.05636459999368526
49,65,35,2,0.05659439999726601
49,66,22,15,0.058668800003943034
49,67,22,15,0.05940369999734685
49,68,30,7,0.056786300003295764
49,69,35,2,0.05615629999374505
49,70,31,6,0.054557900002691895
49,71,23,14,0.05445680000411812
49,72,32,5,0.0546734999952605
49,73,22,15,0.055261700006667525
49,74,25,12,0.05582549999235198
49,75,24,13,0.05697180000424851
49,76,29,8,0.059118400007719174
49,77,26,11,0.056631500003277324
49,78,31,6,0.0557736000046134
49,79,36,1,0.0564961000054609
49,80,26,11,0.056689699995331466
49,81,34,3,0.056181799998739734
49,82,35,2,0.05928509999648668
49,83,33,4,0.05885719999787398
49,84,31,6,0.05748610000591725
49,85,36,1,0.054929800011450425
49,86,36,1,0.06252659999881871
49,87,26,11,0.062165099996491335
49,88,34,3,0.055721700002322905
49,89,23,14,0.05693540000356734
49,90,35,2,0.05699090000416618
49,91,21,16,0.056767499991110526
49,92,24,13,0.060004400002071634
49,93,26,11,0.06113230000482872
49,94,36,1,0.05692879999696743
49,95,32,5,0.05759830000170041
49,96,22,15,0.055634400006965734
49,97,36,1,0.05969789999653585
49,98,33,4,0.05500730000494514
49,99,25,12,0.056215100004919805
50,0,30,7,0.059021799999754876
50,1,33,4,0.05543739999120589
50,2,36,1,0.060209600007510744
50,3,36,1,0.057321100000990555
50,4,21,16,0.055791899998439476
50,5,22,15,0.05957160000980366
50,6,29,8,0.059310599986929446
50,7,27,10,0.058407599994097836
50,8,36,1,0.055252200007089414
50,9,26,11,0.05830799999239389
50,10,33,4,0.05582900000445079
50,11,23,14,0.05678529999568127
50,12,30,7,0.05358330000308342
50,13,34,3,0.056523299994296394
50,14,33,4,0.05625399999553338
50,15,33,4,0.0573185000102967
50,16,32,5,0.05684059999475721
50,17,28,9,0.06107370000972878
50,18,25,12,0.05683389998739585
50,19,25,12,0.055581599997822195
50,20,34,3,0.05580770000233315
50,21,34,3,0.05521669999870937
50,22,36,1,0.060466700000688434
50,23,24,13,0.0571434000012232
50,24,24,13,0.05944369999633636
50,25,30,7,0.06394300000101794
50,26,34,3,0.05756939999992028
50,27,30,7,0.056790600006934255
50,28,26,11,0.056829699999070726
50,29,33,4,0.06360970000969246
50,30,29,8,0.06279379999614321
50,31,23,14,0.06520170001022052
50,32,24,13,0.06025329999101814
50,33,29,8,0.05845489999046549
50,34,28,9,0.05975269999180455
50,35,34,3,0.057998699994641356
50,36,22,15,0.05750650000118185
50,37,32,5,0.05484270000306424
50,38,28,9,0.057063299987930804
50,39,33,4,0.05626500000653323
50,40,36,1,0.06164500000886619
50,41,33,4,0.05652660000487231
50,42,21,16,0.06438979999802541
50,43,28,9,0.0708267000009073
50,44,32,5,0.06424809999589343
50,45,28,9,0.05706880000070669
50,46,22,15,0.05672920000506565
50,47,36,1,0.057674299998325296
50,48,29,8,0.05703929999435786
50,49,21,16,0.05548660000204109
50,50,23,14,0.05652320000808686
50,51,24,13,0.0579178000043612
50,52,22,15,0.05688200000440702
50,53,35,2,0.05598370000370778
50,54,31,6,0.056489299997338094
50,55,33,4,0.05543989999569021
50,56,29,8,0.05860489999759011
50,57,22,15,0.059176700000534765
50,58,29,8,0.05599849999998696
50,59,21,16,0.057395900003029965
50,60,34,3,0.05531780001183506
50,61,31,6,0.057809899997664616
50,62,32,5,0.05515899999591056
50,63,30,7,0.06931659999827389
50,64,32,5,0.05678800000168849
50,65,27,10,0.059685100000933744
50,66,26,11,0.05779239999537822
50,67,34,3,0.05517829999735113
50,68,32,5,0.05415809999976773
50,69,34,3,0.0662441000022227
50,70,33,4,0.059242699993774295
50,71,25,12,0.056481699997675605
50,72,26,11,0.05485120000957977
50,73,32,5,0.05677950000972487
50,74,24,13,0.057916499994462356
50,75,31,6,0.05518609999853652
50,76,35,2,0.083635899994988
50,77,35,2,0.06118929998774547
50,78,25,12,0.05711170000722632
50,79,36,1,0.05667029999312945
50,80,36,1,0.056278799995197915
50,81,24,13,0.05967969998891931
50,82,32,5,0.06309920000785496
50,83,31,6,0.05477610000525601
50,84,29,8,0.05617149999307003
50,85,32,5,0.05976079999527428
50,86,36,1,0.0564310000045225
50,87,32,5,0.05511169999954291
50,88,33,4,0.05327390000456944
50,89,22,15,0.05614800000330433
50,90,33,4,0.05607790000794921
50,91,28,9,0.05977809999603778
50,92,31,6,0.058410899990121834
50,93,35,2,0.054947600001469254
50,94,27,10,0.05719959999260027
50,95,25,12,0.10172350000357255
50,96,34,3,0.06045340000127908
50,97,30,7,0.056670000005397014
50,98,27,10,0.05369879999489058
50,99,27,10,0.05518860000302084
51,0,23,14,0.05881389998830855
51,1,36,1,0.0696849999949336
51,2,24,13,0.06657610001275316
51,3,21,16,0.055582299988600425
51,4,26,11,0.054010600011679344
51,5,30,7,0.055278700005146675
51,6,29,8,0.05463959999906365
51,7,31,6,0.05677530000684783
51,8,29,8,0.05631349999748636
51,9,21,16,0.05549250000331085
51,10,26,11,0.05540149999433197
51,11,25,12,0.05822779999289196
51,12,30,7,0.05537739999999758
51,13,28,9,0.057108499997411855
51,14,34,3,0.05739999999059364
51,15,29,8,0.05643370001052972
51,16,21,16,0.0553968000021996
51,17,26,11,0.057579500004067086
51,18,35,2,0.056338599999435246
51,19,23,14,0.05419809999875724
51,20,21,16,0.06276810000417754
51,21,24,13,0.07304130001284648
51,22,25,12,0.0581806999980472
51,23,25,12,0.059446199986268766
51,24,26,11,0.05958210000244435
51,25,27,10,0.06537920000846498
51,26,35,2,0.05867549999675248
51,27,28,9,0.057303800000227056
51,28,26,11,0.058707999996840954
51,29,35,2,0.059302699999534525
51,30,33,4,0.056953799998154864
51,31,36,1,0.05979900000966154
51,32,28,9,0.05841920000966638
51,33,25,12,0.056239700003061444
51,34,35,2,0.057717300005606376
51,35,31,6,0.05653810000512749
51,36,30,7,0.059841300011612475
51,37,26,11,0.057696699994266964
51,38,36,1,0.06460969999898225
51,39,34,3,0.06786599999759346
51,40,30,7,0.06269420000899117
51,41,36,1,0.07037990000389982
51,42,27,10,0.06378850000328384
51,43,29,8,0.0592564999969909
51,44,28,9,0.05866520000563469
51,45,34,3,0.058197299993480556
51,46,23,14,0.056689799996092916
51,47,21,16,0.055754900007741526
51,48,29,8,0.05602849999559112
51,49,22,15,0.05642490000172984
51,50,22,15,0.05593859999498818
51,51,30,7,0.06010449999303091
51,52,23,14,0.05725529999472201
51,53,32,5,0.059367900001234375
51,54,29,8,0.05457659999956377
51,55,33,4,0.055330499992123805
51,56,33,4,0.05660439998609945
51,57,21,16,0.056444800007739104
51,58,21,16,0.05945169999904465
51,59,22,15,0.057690700006787665
51,60,22,15,0.05753059999551624
51,61,24,13,0.055697899995720945
51,62,33,4,0.056085499993059784
51,63,35,2,0.05658699999912642
51,64,27,10,0.056161700005759485
51,65,26,11,0.05732079999870621
51,66,31,6,0.055145500009530224
51,67,26,11,0.05999049999809358
51,68,25,12,0.05674679999356158
51,69,22,15,0.05710390000604093
51,70,26,11,0.061688100002356805
51,71,25,12,0.05922830000054091
51,72,32,5,0.06011039999430068
51,73,29,8,0.05715480000071693
51,74,36,1,0.062155499996151775
51,75,31,6,0.060305300008622
51,76,28,9,0.0566504000016721
51,77,30,7,0.05940810000174679
51,78,31,6,0.05731389998982195
51,79,25,12,0.056047800011583604
51,80,33,4,0.056547100000898354
51,81,35,2,0.05768099999113474
51,82,30,7,0.05738569999812171
51,83,30,7,0.05642759999318514
51,84,27,10,0.059666299988748506
51,85,25,12,0.055678499993518926
51,86,21,16,0.054185100001632236
51,87,35,2,0.06308439999702387
51,88,23,14,0.05811549999634735
51,89,32,5,0.05881410000438336
51,90,33,4,0.056280100005096756
51,91,27,10,0.05505930000799708
51,92,27,10,0.05381230000057258
51,93,33,4,0.06060779999825172
51,94,34,3,0.055475899993325584
51,95,31,6,0.0563240999908885
51,96,36,1,0.07615600001008715
51,97,35,2,0.08107839999138378
51,98,35,2,0.06026529999508057
51,99,27,10,0.05641630000900477
52,0,34,3,0.06064120000519324
52,1,21,16,0.05861670000012964
52,2,26,11,0.060892299996339716
52,3,30,7,0.05745979999483097
52,4,33,4,0.06034130000625737
52,5,25,12,0.06402589999197517
52,6,23,14,0.05632700001297053
52,7,27,10,0.0649495000106981
52,8,21,16,0.05953579999913927
52,9,28,9,0.06637310000951402
52,10,28,9,0.07424190000165254
52,11,22,15,0.08971000000019558
52,12,27,10,0.06788079999387264
52,13,22,15,0.05956020001030993
52,14,36,1,0.0654664000030607
52,15,25,12,0.06626209999376442
52,16,21,16,0.06033659999957308
52,17,26,11,0.05517639999743551
52,18,26,11,0.05863830000453163
52,19,21,16,0.05988699999579694
52,20,26,11,0.09847519999311771
52,21,25,12,0.07800259999930859
52,22,25,12,0.06359550000343006
52,23,33,4,0.06143050000537187
52,24,24,13,0.05711710000468884
52,25,29,8,0.056087599994498305
52,26,22,15,0.057237499990151264
52,27,32,5,0.055463299999246374
