sample,reading_set,simulated_nodes,real_nodes,exec_time
21,6,28,9,0.05501350000849925
21,7,29,8,0.059292500009178184
21,8,29,8,0.05641009999089874
21,9,27,10,0.05974219999916386
21,10,35,2,0.055305999994743615
21,11,27,10,0.05891399999381974
21,12,30,7,0.06124450000061188
21,13,30,7,0.08452850001049228
21,14,26,11,0.06233030000294093
21,15,31,6,0.05858290000469424
21,16,32,5,0.058583200006978586
21,17,28,9,0.05816509999567643
21,18,31,6,0.055403700011083856
21,19,35,2,0.05628150000120513
21,20,28,9,0.05588450000504963
21,21,24,13,0.05447149999963585
21,22,35,2,0.059963599996990524
21,23,25,12,0.05697399999189656
21,24,29,8,0.05835040000965819
21,25,26,11,0.056593699991935864
21,26,36,1,0.05519639998965431
21,27,25,12,0.05472060000465717
21,28,21,16,0.05647260000114329
21,29,21,16,0.06129380001220852
21,30,29,8,0.05871129999286495
21,31,27,10,0.057739700001548044
21,32,23,14,0.060011699999449775
21,33,33,4,0.06164860000717454
21,34,35,2,0.05862460000207648
21,35,30,7,0.05556530000467319
21,36,34,3,0.05805859999964014
21,37,36,1,0.0552771000075154
21,38,28,9,0.056121499990695156
21,39,30,7,0.059656999990693294
21,40,28,9,0.05591379999532364
21,41,25,12,0.05700499999511521
21,42,30,7,0.05753310000000056
21,43,25,12,0.060265000007348135
21,44,21,16,0.05442080000648275
21,45,33,4,0.05568429999402724
21,46,32,5,0.060287100001005456
21,47,22,15,0.05589689999760594
21,48,29,8,0.06468190001032781
21,49,25,12,0.061673799995332956
21,50,27,10,0.06394059999729507
21,51,29,8,0.07371090000378899
21,52,25,12,0.0599509999883594
21,53,33,4,0.05516029999125749
21,54,25,12,0.05676980000862386
21,55,22,15,0.05678050000278745
21,56,21,16,0.05926149999140762
21,57,27,10,0.055218699999386445
21,58,33,4,0.055760999995982274
21,59,30,7,0.05865859999903478
21,60,35,2,0.05503639999369625
21,61,33,4,0.058402599999681115
21,62,30,7,0.05668870000226889
21,63,32,5,0.06674909999128431
21,64,22,15,0.05538200000592042
21,65,21,16,0.05875050000031479
21,66,30,7,0.05585319999954663
21,67,23,14,0.05753099999856204
21,68,33,4,0.05544069998722989
21,69,32,5,0.057050799994613044
21,70,24,13,0.06494430000020657
21,71,28,9,0.06279820000054315
21,72,23,14,0.057295199992950074
21,73,29,8,0.055951200003619306
21,74,33,4,0.0561710000038147
21,75,24,13,0.05647700000554323
21,76,22,15,0.05704800000239629
21,77,26,11,0.05822940000507515
21,78,32,5,0.05632350000087172
21,79,36,1,0.057669999994686805
21,80,30,7,0.05943319998914376
21,81,24,13,0.058455999998841435
21,82,36,1,0.054761799998232163
21,83,23,14,0.05612459999974817
21,84,36,1,0.05614499999501277
21,85,21,16,0.054418699990492314
21,86,25,12,0.06111129999044351
21,87,33,4,0.059702599988668226
21,88,21,16,0.0576258999935817
21,89,29,8,0.058388599994941615
21,90,22,15,0.06151210000098217
21,91,35,2,0.056976400010171346
21,92,26,11,0.056658699992112815
21,93,26,11,0.05855489999521524
21,94,25,12,0.05726640000648331
21,95,33,4,0.05924000000231899
21,96,25,12,0.05665729999600444
21,97,32,5,0.055545399998663925
21,98,31,6,0.06690890000027139
21,99,28,9,0.05776080000214279
22,0,28,9,0.05879270000150427
22,1,24,13,0.055653300005360506
22,2,33,4,0.05795029998989776
22,3,35,2,0.057583499990869313
22,4,24,13,0.05407800000102725
22,5,27,10,0.05668860000150744
22,6,23,14,0.056748299990431406
22,7,24,13,0.05658979999134317
22,8,35,2,0.05447920000005979
22,9,25,12,0.061262200004421175
22,10,34,3,0.05526799999643117
22,11,23,14,0.05884610000066459
22,12,29,8,0.0554104000038933
22,13,35,2,0.05359370000951458
22,14,24,13,0.0565443000086816
22,15,26,11,0.06410869999672286
22,16,35,2,0.058250200003385544
22,17,34,3,0.05889240000396967
22,18,22,15,0.05762459999823477
22,19,27,10,0.0556118999957107
22,20,21,16,0.0607700999971712
22,21,28,9,0.05525470001157373
22,22,25,12,0.056416399995214306
22,23,34,3,0.06000029999995604
22,24,31,6,0.05880649999016896
22,25,33,4,0.05764060000365134
22,26,31,6,0.05592330000945367
22,27,32,5,0.05745989999559242
22,28,24,13,0.06822950000059791
22,29,34,3,0.05806599999777973
22,30,34,3,0.05636050000612158
22,31,25,12,0.059224000011454336
22,32,30,7,0.060073700005887076
22,33,25,12,0.05617720000736881
22,34,34,3,0.05638199999521021
22,35,24,13,0.05596759999752976
22,36,21,16,0.059254399995552376
22,37,29,8,0.05544089998875279
22,38,22,15,0.05800239999371115
22,39,30,7,0.05571669999335427
22,40,35,2,0.056933800005936064
22,41,30,7,0.06058989999291953
22,42,32,5,0.06093949999194592
22,43,31,6,0.058622600001399405
22,44,30,7,0.057856100000208244
22,45,26,11,0.059658500002115034
22,46,22,15,0.06501140000182204
22,47,29,8,0.06347809999715537
22,48,35,2,0.05541319999611005
22,49,28,9,0.06014019998838194
22,50,24,13,0.06442339999193791
22,51,33,4,0.05827199999475852
22,52,30,7,0.05726810000487603
22,53,30,7,0.05780379999487195
22,54,25,12,0.05622579999908339
22,55,27,10,0.05721080000512302
22,56,35,2,0.0536833999940427
22,57,36,1,0.05556599999545142
22,58,34,3,0.05566790000011679
22,59,29,8,0.06289250000554603
22,60,24,13,0.05904579999332782
22,61,24,13,0.05574959999648854
22,62,21,16,0.05789330000698101
22,63,28,9,0.05869989999337122
22,64,35,2,0.059583399997791275
22,65,27,10,0.061772500004735775
22,66,26,11,0.0655898000113666
22,67,36,1,0.05950930000108201
22,68,27,10,0.056747499998891726
22,69,31,6,0.05664170000818558
22,70,22,15,0.05816220000269823
22,71,25,12,0.057158600000548176
22,72,21,16,0.05603980000887532
22,73,23,14,0.05646959999285173
22,74,30,7,0.056730700001935475
22,75,32,5,0.055765400000382215
22,76,32,5,0.05994389999250416
22,77,26,11,0.05624829999578651
22,78,32,5,0.05810709999059327
22,79,35,2,0.054697900006431155
22,80,25,12,0.05650469999818597
22,81,22,15,0.05860689999826718
22,82,25,12,0.0578461000113748
22,83,25,12,0.05722069999319501
22,84,32,5,0.059116100004757755
22,85,21,16,0.07347180000215303
22,86,28,9,0.057458800001768395
22,87,33,4,0.05848250001145061
22,88,29,8,0.054792700000689365
22,89,30,7,0.05544360000931192
22,90,29,8,0.056928500009234995
22,91,27,10,0.05862909999268595
22,92,22,15,0.05757639999501407
22,93,33,4,0.059460299991769716
22,94,24,13,0.05573079999885522
22,95,35,2,0.054938000001129694
22,96,23,14,0.05965450000076089
22,97,23,14,0.058793099989998154
22,98,34,3,0.05877639999380335
22,99,36,1,0.057894400000805035
23,0,23,14,0.06068589999631513
23,1,26,11,0.05533119999745395
23,2,23,14,0.0552004999917699
23,3,25,12,0.05649269999412354
23,4,27,10,0.06108030000177678
23,5,26,11,0.05881550000049174
23,6,23,14,0.058954299995093606
23,7,35,2,0.05770539998775348
23,8,29,8,0.055866700000478886
23,9,32,5,0.05501619999995455
23,10,22,15,0.05670139999710955
23,11,32,5,0.05636400000366848
23,12,25,12,0.05698150000534952
23,13,32,5,0.0562703000032343
23,14,34,3,0.057110699999611825
23,15,23,14,0.05504490000021178
23,16,30,7,0.05916379998961929
23,17,31,6,0.060510399998747744
23,18,28,9,0.06059609999647364
23,19,28,9,0.0582806000020355
23,20,35,2,0.0542227000114508
23,21,23,14,0.060573099995963275
23,22,21,16,0.05892309999035206
23,23,23,14,0.0691213000100106
23,24,24,13,0.05628910000086762
23,25,24,13,0.05903980000584852
23,26,24,13,0.054371899997931905
23,27,30,7,0.05534770000667777
23,28,35,2,0.05430750000232365
23,29,36,1,0.054797899996628985
23,30,33,4,0.055748300001141615
23,31,24,13,0.0549965000100201
23,32,29,8,0.05539839999983087
23,33,21,16,0.06021870000404306
23,34,30,7,0.05731390000437386
23,35,24,13,0.060998600005405024
23,36,25,12,0.056827899999916553
23,37,32,5,0.06818349999957718
23,38,22,15,0.05764970000018366
23,39,27,10,0.05624829999578651
23,40,28,9,0.05884959999821149
23,41,28,9,0.054739400002290495
23,42,33,4,0.062459400010993704
23,43,30,7,0.06083570000191685
23,44,34,3,0.0556059000082314
23,45,26,11,0.05624269999680109
23,46,29,8,0.058400299996719696
23,47,33,4,0.05580819999158848
23,48,25,12,0.055523100003483705
23,49,25,12,0.056592900000396185
23,50,33,4,0.05475470000237692
23,51,29,8,0.058710999990580603
23,52,29,8,0.05878040000970941
23,53,35,2,0.05742489999101963
23,54,29,8,0.058990799996536225
23,55,26,11,0.060085700009949505
23,56,22,15,0.054562899997108616
23,57,24,13,0.05546989999129437
23,58,22,15,0.059584299990092404
23,59,28,9,0.05562149999605026
23,60,31,6,0.062191899996832944
23,61,30,7,0.06079150000005029
23,62,35,2,0.05658820000826381
23,63,28,9,0.055625299995881505
23,64,29,8,0.05746429999999236
23,65,21,16,0.055571999997482635
23,66,36,1,0.0581471000041347
23,67,35,2,0.057875099999364465
23,68,30,7,0.05516189998888876
23,69,29,8,0.06733259999600705
23,70,21,16,0.06557609999435954
23,71,22,15,0.0554893000080483
23,72,26,11,0.0559211000072537
23,73,34,3,0.05786660000740085
23,74,32,5,0.056689100005314685
23,75,25,12,0.055265199989662506
23,76,32,5,0.057171599997673184
23,77,32,5,0.056692999991355464
23,78,34,3,0.05677840000134893
23,79,31,6,0.05785319999267813
23,80,34,3,0.06195499999739695
23,81,31,6,0.058733600002597086
23,82,31,6,0.05595690000336617
23,83,33,4,0.056130600001779385
23,84,25,12,0.05582569999387488
23,85,21,16,0.057161899996572174
23,86,29,8,0.056145199996535666
23,87,28,9,0.06175309998798184
23,88,29,8,0.0558251000038581
23,89,29,8,0.05768129999341909
23,90,31,6,0.05643459998827893
23,91,33,4,0.05589920000056736
23,92,27,10,0.060640600000624545
23,93,23,14,0.057943299994803965
23,94,24,13,0.056357400011620484
23,95,36,1,0.058481700005359016
23,96,27,10,0.05968219999340363
23,97,25,12,0.057253799997852184
23,98,33,4,0.056394999992335215
23,99,21,16,0.06139889999758452
24,0,33,4,0.05768539999553468
24,1,25,12,0.05897270000423305
24,2,21,16,0.05544549999467563
24,3,36,1,0.056982699999934994
24,4,32,5,0.05850559999817051
24,5,33,4,0.05560680000053253
24,6,23,14,0.05863490000774618
24,7,33,4,0.058361000003060326
24,8,31,6,0.05832630000077188
24,9,34,3,0.056696500003454275
24,10,30,7,0.05681840000033844
24,11,21,16,0.05724690000351984
24,12,30,7,0.05659549999109004
24,13,35,2,0.054998599996906705
24,14,21,16,0.057014199992408976
24,15,36,1,0.05721490000723861
24,16,22,15,0.05790569999953732
24,17,26,11,0.06218420001096092
24,18,28,9,0.06482640000467654
24,19,26,11,0.060536899996805005
24,20,28,9,0.054637799999909475
24,21,28,9,0.06042239999806043
24,22,29,8,0.059239100010017864
24,23,31,6,0.05632940000214148
24,24,27,10,0.05643460000283085
24,25,27,10,0.055825300005380996
24,26,28,9,0.058044300007168204
24,27,33,4,0.05721820000326261
24,28,27,10,0.05697459999646526
24,29,21,16,0.057667499990202487
24,30,35,2,0.05580509999708738
24,31,26,11,0.05738839998957701
24,32,34,3,0.0587082999991253
24,33,22,15,0.05634660000214353
24,34,34,3,0.05740219999279361
24,35,25,12,0.05748380000295583
24,36,24,13,0.05632950000290293
24,37,28,9,0.07470290000492241
24,38,24,13,0.07622770000307355
24,39,25,12,0.05763570000999607
24,40,21,16,0.05782040000485722
24,41,34,3,0.05532709999533836
24,42,21,16,0.06289260000630748
24,43,32,5,0.057141600002069026
24,44,25,12,0.05852829999639653
24,45,27,10,0.05431150000367779
24,46,33,4,0.05670040000404697
24,47,34,3,0.0574435999878915
24,48,36,1,0.05734060000395402
24,49,29,8,0.05637170000409242
24,50,35,2,0.05478900000161957
24,51,29,8,0.05681619999813847
24,52,21,16,0.05560720000357833
24,53,31,6,0.05678450000414159
24,54,36,1,0.05669589999888558
24,55,35,2,0.06252300000051036
24,56,22,15,0.06231929999194108
24,57,32,5,0.059703999999328516
24,58,30,7,0.05505999999877531
24,59,29,8,0.0554757000063546
24,60,32,5,0.05729240000073332
24,61,21,16,0.05513039999641478
24,62,21,16,0.056260399986058474
24,63,30,7,0.05760990000271704
24,64,35,2,0.05640739999944344
24,65,22,15,0.05951280001318082
24,66,24,13,0.05791970000427682
24,67,22,15,0.05612290000135545
24,68,31,6,0.054959600005531684
24,69,28,9,0.05601720001141075
24,70,29,8,0.058269500004826114
24,71,30,7,0.054374899991671555
24,72,26,11,0.05602349998662248
24,73,29,8,0.05839039999409579
24,74,32,5,0.056486000001314096
24,75,27,10,0.057442299992544577
24,76,36,1,0.060132300000987016
24,77,24,13,0.05625599999621045
24,78,27,10,0.055356600001687184
24,79,25,12,0.059285000010277145
24,80,28,9,0.05775040001026355
24,81,34,3,0.058736599996336736
24,82,22,15,0.054889100007130764
24,83,36,1,0.05765239999163896
24,84,23,14,0.05569540000578854
24,85,28,9,0.05907930000103079
24,86,24,13,0.05538350000279024
24,87,34,3,0.05507909999869298
24,88,31,6,0.05963319999864325
24,89,35,2,0.057773499996983446
24,90,34,3,0.06595760000345763
24,91,35,2,0.05953179999778513
24,92,30,7,0.058494700002484024
24,93,30,7,0.05564350000349805
24,94,28,9,0.05899480001244228
24,95,26,11,0.06904339999891818
24,96,36,1,0.05731239999295212
24,97,22,15,0.05675800000608433
24,98,32,5,0.06018120000953786
24,99,26,11,0.057642600004328415
25,0,36,1,0.058697600004961714
25,1,27,10,0.05860070000926498
25,2,30,7,0.059510699997190386
25,3,23,14,0.05897140000888612
25,4,33,4,0.058048400009283796
25,5,26,11,0.059495900000911206
25,6,36,1,0.05944230000022799
25,7,33,4,0.059159900003578514
25,8,27,10,0.05490870001085568
25,9,32,5,0.056385399991995655
25,10,34,3,0.056264599988935515
25,11,28,9,0.05720740000833757
25,12,29,8,0.05737819999922067
25,13,29,8,0.05455840000649914
25,14,32,5,0.05984669999452308
25,15,22,15,0.05884570001217071
25,16,29,8,0.060793999989982694
25,17,35,2,0.057079599995631725
25,18,35,2,0.05845759999647271
25,19,33,4,0.05715359999157954
25,20,21,16,0.057030700001632795
25,21,26,11,0.05664789999718778
25,22,26,11,0.056578100004117005
25,23,25,12,0.05724380000901874
25,24,24,13,0.060047300008591264
25,25,36,1,0.05496710000443272
25,26,34,3,0.056878100003814325
25,27,35,2,0.0568170999904396
25,28,27,10,0.055184600001666695
25,29,22,15,0.05582670000148937
25,30,35,2,0.05861629999708384
25,31,36,1,0.05583759999717586
25,32,32,5,0.05822379999153782
25,33,25,12,0.061291699996218085
25,34,26,11,0.05969280000135768
25,35,33,4,0.055741100004524924
25,36,27,10,0.056865899998229
25,37,27,10,0.057274899998446926
25,38,30,7,0.05880890000844374
25,39,23,14,0.055937099998118356
25,40,24,13,0.05926280000130646
25,41,25,12,0.05822500000067521
25,42,23,14,0.05957409999973606
25,43,36,1,0.05575470000621863
25,44,23,14,0.0544470999884652
25,45,35,2,0.05684150000161026
25,46,25,12,0.059863300004508346
25,47,21,16,0.05626739999570418
25,48,29,8,0.10348079999675974
25,49,22,15,0.05409469999722205
25,50,33,4,0.057222299990826286
25,51,24,13,0.06182740000076592
25,52,34,3,0.0641302000003634
25,53,32,5,0.06086470000445843
25,54,34,3,0.056224900006782264
25,55,21,16,0.056885600002715364
25,56,30,7,0.05558999998902436
25,57,27,10,0.05660090000310447
25,58,27,10,0.061350199990556575
25,59,27,10,0.05681860000186134
25,60,33,4,0.05694019999646116
25,61,24,13,0.05664480000268668
25,62,24,13,0.05746559999533929
25,63,35,2,0.055324600005405955
25,64,29,8,0.06090899999253452
25,65,28,9,0.057170600004610606
25,66,29,8,0.0577670000056969
25,67,34,3,0.0572902999992948
25,68,27,10,0.05648450000444427
25,69,35,2,0.05585109999810811
25,70,31,6,0.0605059999943478
25,71,22,15,0.05966299999272451
25,72,34,3,0.05791710001358297
25,73,27,10,0.056226700005936436
25,74,30,7,0.05774210000527091
25,75,23,14,0.062436299995169975
25,76,35,2,0.057338599988725036
25,77,36,1,0.05593839999346528
25,78,25,12,0.058671399994636886
25,79,23,14,0.05778269999427721
25,80,23,14,0.0580171000037808
25,81,27,10,0.05766369999037124
25,82,33,4,0.055946799999219365
25,83,22,15,0.05890190000354778
25,84,34,3,0.05672239999694284
25,85,34,3,0.05706659999850672
25,86,36,1,0.055939600002602674
25,87,34,3,0.05861870000080671
25,88,21,16,0.05964469999889843
25,89,30,7,0.05931719999352936
25,90,27,10,0.06497409999428783
25,91,26,11,0.05854540001018904
25,92,33,4,0.05900140000449028
25,93,31,6,0.059310999989975244
25,94,36,1,0.056878000003052875
25,95,34,3,0.058516899996902794
25,96,31,6,0.05774250000831671
25,97,31,6,0.05677039999864064
25,98,27,10,0.05667979999270756
25,99,30,7,0.05844079999951646
26,0,35,2,0.058780599996680394
26,1,22,15,0.056037300004391
26,2,33,4,0.05490930000087246
26,3,31,6,0.05841859999054577
26,4,26,11,0.055765899989637546
26,5,35,2,0.056365299999015406
26,6,35,2,0.05595349999202881
26,7,24,13,0.05967709999822546
26,8,28,9,0.056810100009897724
26,9,29,8,0.06648579999455251
26,10,32,5,0.064390600004117
26,11,36,1,0.05466870000236668
26,12,23,14,0.05552789999637753
26,13,36,1,0.05440920000546612
26,14,24,13,0.058183299988741055
26,15,34,3,0.058768699993379414
26,16,26,11,0.05406789999688044
26,17,31,6,0.06021899999177549
26,18,26,11,0.05360860000655521
26,19,36,1,0.05995640000037383
26,20,31,6,0.053403600002638996
26,21,25,12,0.0576256999920588
26,22,29,8,0.058212400006596
26,23,29,8,0.05705469999520574
26,24,21,16,0.05692609999096021
26,25,28,9,0.0570548000105191
26,26,27,10,0.0618222000048263
26,27,31,6,0.05896029999712482
26,28,31,6,0.06503750001138542
26,29,23,14,0.06566649999876972
26,30,25,12,0.05795109999598935
26,31,23,14,0.057795899992925115
26,32,35,2,0.06063000000722241
26,33,22,15,0.05634950000967365
26,34,30,7,0.0628357999958098
26,35,25,12,0.05492490000324324
26,36,29,8,0.05756110000947956
26,37,21,16,0.05698550000670366
26,38,36,1,0.055588999995961785
26,39,24,13,0.05688979999104049
26,40,21,16,0.0557968999928562
26,41,33,4,0.060110999998869374
26,42,23,14,0.054219300000113435
26,43,36,1,0.05697109999891836
26,44,25,12,0.05854259998886846
26,45,24,13,0.06290649999573361
26,46,25,12,0.058674499989137985
26,47,22,15,0.05731190000369679
26,48,30,7,0.06105740000202786
26,49,32,5,0.05554070000653155
26,50,23,14,0.05699179999646731
26,51,30,7,0.05831649999890942
26,52,29,8,0.06038599999737926
26,53,30,7,0.05664370000886265
26,54,33,4,0.056336399997235276
26,55,25,12,0.05782780000299681
26,56,30,7,0.05695610000111628
26,57,36,1,0.05771239999739919
26,58,30,7,0.0578349999996135
26,59,32,5,0.057406699997955
26,60,24,13,0.055064000000129454
26,61,36,1,0.05956720000540372
26,62,33,4,0.06743609999830369
26,63,33,4,0.05817380000371486
26,64,35,2,0.056609799998113886
26,65,28,9,0.05717529999674298
26,66,22,15,0.06019940000260249
26,67,33,4,0.06143970000266563
26,68,23,14,0.058887900013360195
26,69,21,16,0.05564310000045225
26,70,29,8,0.055979499986278825
26,71,22,15,0.056241800004499964
26,72,23,14,0.05636890001187567
26,73,29,8,0.058366400000522844
26,74,31,6,0.056635900007677265
26,75,23,14,0.05767829999967944
26,76,25,12,0.0553477999928873
26,77,25,12,0.05663230000936892
26,78,21,16,0.059002499998314306
26,79,24,13,0.057406199994147755
26,80,29,8,0.05552880000323057
26,81,25,12,0.05614810000406578
26,82,26,11,0.059143599995877594
26,83,21,16,0.05412870000873227
26,84,35,2,0.0572905000008177
26,85,30,7,0.060314100002869964
26,86,25,12,0.061145900006522425
26,87,25,12,0.056111500001861714
26,88,35,2,0.059064199987915345
26,89,28,9,0.05640119999588933
26,90,34,3,0.05538650001108181
26,91,32,5,0.05678210000041872
26,92,29,8,0.06232250000175554
26,93,21,16,0.0562701000017114
26,94,21,16,0.056360300004598685
26,95,26,11,0.056408300006296486
26,96,31,6,0.06081349999294616
26,97,31,6,0.05646770000748802
26,98,34,3,0.055749099992681295
26,99,21,16,0.06048420000297483
27,0,29,8,0.05940290000580717
27,1,36,1,0.056714499994996004
27,2,31,6,0.05446470000606496
27,3,31,6,0.06152329999895301
27,4,25,12,0.05701829999452457
27,5,26,11,0.06096240000624675
27,6,31,6,0.05836249999993015
27,7,33,4,0.05623969998850953
27,8,22,15,0.05867949999810662
27,9,30,7,0.05538810000871308
27,10,26,11,0.05645309999817982
27,11,33,4,0.057347100009792484
27,12,36,1,0.05577389999234583
27,13,29,8,0.06158460000006016
27,14,29,8,0.05600540000887122
27,15,31,6,0.05726960000174586
27,16,23,14,0.056070499995257705
27,17,27,10,0.057973600007244386
27,18,32,5,0.05501179999555461
27,19,31,6,0.05573550000553951
27,20,25,12,0.054743900007451884
27,21,33,4,0.05639820000214968
27,22,29,8,0.057137199997669086
27,23,27,10,0.05795790000411216
27,24,31,6,0.06577619999006856
27,25,21,16,0.06245659998967312
27,26,27,10,0.05632629999308847
27,27,32,5,0.05696719999832567
27,28,30,7,0.056369700003415346
27,29,35,2,0.0549137000052724
27,30,23,14,0.05831209999450948
27,31,24,13,0.059605799993732944
27,32,30,7,0.05980640000780113
27,33,34,3,0.05524339999828953
27,34,35,2,0.05558559999917634
27,35,25,12,0.05585900000005495
27,36,36,1,0.06136409999453463
27,37,28,9,0.05820289999246597
27,38,27,10,0.057176499991328456
27,39,35,2,0.057909299997845665
27,40,26,11,0.05688799999188632
27,41,26,11,0.057627700007287785
27,42,21,16,0.057761799995205365
27,43,27,10,0.06123930000467226
27,44,26,11,0.059610099997371435
27,45,34,3,0.05811689999245573
27,46,31,6,0.05607619999500457
27,47,33,4,0.05850579999969341
27,48,34,3,0.05721709999488667
27,49,26,11,0.05576180000207387
27,50,31,6,0.05961339999339543
27,51,28,9,0.055651300004683435
27,52,28,9,0.05701779999071732
27,53,21,16,0.05531600001268089
27,54,30,7,0.05516659999557305
27,55,22,15,0.05651910000597127
27,56,27,10,0.05531369999516755
27,57,34,3,0.05601469999237452
27,58,22,15,0.055752700005541556
27,59,28,9,0.05971499999577645
27,60,33,4,0.054865199999767356
27,61,30,7,0.05591340000682976
27,62,29,8,0.06302230000437703
27,63,27,10,0.05922000001010019
27,64,30,7,0.060705800002324395
27,65,25,12,0.06171679998806212
27,66,21,16,0.055044699998688884
27,67,35,2,0.05636200000299141
27,68,33,4,0.05533970000396948
27,69,31,6,0.057233500003349036
27,70,23,14,0.05632329999934882
27,71,33,4,0.05661469999176916
27,72,29,8,0.0601913999998942
27,73,28,9,0.05826160000287928
27,74,26,11,0.057774599990807474
27,75,29,8,0.0555471999978181
27,76,25,12,0.05874920000496786
27,77,36,1,0.05590880000090692
27,78,32,5,0.05412689999502618
27,79,26,11,0.05924159999995027
27,80,32,5,0.057033599994610995
27,81,36,1,0.05867480000597425
27,82,35,2,0.06602209999982733
27,83,29,8,0.0588220000063302
27,84,24,13,0.05477850000897888
27,85,33,4,0.056157899991376325
27,86,33,4,0.060686400000122376
27,87,23,14,0.05835279999882914
27,88,29,8,0.05760040000313893
27,89,33,4,0.05827839999983553
27,90,26,11,0.057210699989809655
27,91,35,2,0.057006300005014054
27,92,27,10,0.05622340000991244
27,93,33,4,0.06077419999928679
27,94,30,7,0.058206300003803335
27,95,25,12,0.05664759999490343
27,96,28,9,0.05630630000086967
27,97,33,4,0.056781699997372925
27,98,22,15,0.05598069999541622
27,99,23,14,0.059396700002253056
28,0,21,16,0.0612321999942651
28,1,33,4,0.05830730000161566
28,2,23,14,0.060962100003962405
28,3,26,11,0.05735839999397285
28,4,23,14,0.056341399991652
28,5,24,13,0.06303190000471659
28,6,30,7,0.06017229999997653
28,7,32,5,0.06263889999536332
28,8,23,14,0.06107579999661539
28,9,27,10,0.061044300004141405
28,10,21,16,0.05973860000085551
28,11,21,16,0.05533570000261534
28,12,25,12,0.060361300013028085
28,13,26,11,0.06542060000356287
28,14,36,1,0.06291069999861065
28,15,25,12,0.060408499994082376
28,16,36,1,0.06565030000638217
28,17,28,9,0.057154399997671135
28,18,24,13,0.06340639998961706
28,19,33,4,0.06146260000241455
28,20,27,10,0.06971349999366794
28,21,31,6,0.05907790000492241
28,22,21,16,0.05683820000558626
28,23,29,8,0.05734999998821877
28,24,25,12,0.05840829999942798
28,25,27,10,0.05912019999232143
28,26,22,15,0.05782080000790302
28,27,31,6,0.05702160000510048
28,28,23,14,0.06262599999899976
28,29,31,6,0.058859900003881194
28,30,36,1,0.05598190000455361
28,31,21,16,0.057029199990211055
28,32,24,13,0.05592800000158604
28,33,29,8,0.06848780000291299
28,34,35,2,0.06674159999238327
28,35,22,15,0.05802620000031311
28,36,23,14,0.062242200001492165
28,37,33,4,0.055946799999219365
28,38,28,9,0.059788500002468936
28,39,25,12,0.0687677999958396
28,40,31,6,0.06799929999397136
28,41,25,12,0.06866810000792611
28,42,27,10,0.060935400004382245
28,43,27,10,0.06527700000151526
28,44,24,13,0.08623050000460353
28,45,23,14,0.0634905000042636
28,46,23,14,0.05776820000028238
28,47,26,11,0.06212470000900794
28,48,34,3,0.06015289999777451
28,49,33,4,0.059481200005393475
28,50,32,5,0.05867700000817422
28,51,30,7,0.05939090000174474
28,52,36,1,0.056689699995331466
28,53,31,6,0.058670800004620105
28,54,30,7,0.06106789999466855
28,55,24,13,0.05889650000608526
28,56,25,12,0.06263200000103097
28,57,35,2,0.05849049999960698
28,58,27,10,0.058630200001061894
28,59,25,12,0.05744859999686014
28,60,24,13,0.08970169999520294
28,61,24,13,0.08894499999587424
28,62,23,14,0.06130560000019614
28,63,26,11,0.05792200000723824
28,64,25,12,0.0616749000037089
28,65,24,13,0.059376800010795705
28,66,23,14,0.06000480000511743
28,67,30,7,0.05977899998833891
28,68,33,4,0.0646606999944197
28,69,23,14,0.07100579999678303
28,70,35,2,0.06090850000327919
28,71,30,7,0.06254179999814369
28,72,28,9,0.06050829999730922
28,73,22,15,0.06445649999659508
28,74,21,16,0.05647989999852143
28,75,34,3,0.06001709999691229
28,76,36,1,0.05632950000290293
28,77,25,12,0.06755859999975655
28,78,30,7,0.061214799992740154
28,79,29,8,0.05793130000529345
28,80,30,7,0.06456320000870619
28,81,33,4,0.06402370000432711
28,82,33,4,0.058385700001963414
28,83,35,2,0.05573030000959989
28,84,23,14,0.0613974000007147
28,85,25,12,0.05765609999070875
28,86,34,3,0.061077600010321476
28,87,32,5,0.058018199997604825
28,88,30,7,0.05667259999609087
28,89,21,16,0.058504100001300685
28,90,22,15,0.05963570000312757
28,91,25,12,0.056865400008973666
28,92,33,4,0.06147159999818541
28,93,30,7,0.0664762999949744
28,94,27,10,0.057463200006168336
28,95,27,10,0.059725500002969056
28,96,30,7,0.057371300004888326
28,97,29,8,0.06378150000819005
28,98,22,15,0.05541770000127144
28,99,23,14,0.057226799995987676
29,0,23,14,0.05575120000867173
29,1,28,9,0.05743229998915922
29,2,33,4,0.05767169999307953
29,3,24,13,0.05504999999538995
29,4,30,7,0.056089300007442944
29,5,31,6,0.05775399999401998
29,6,35,2,0.0551156000001356
29,7,32,5,0.05512799999269191
29,8,26,11,0.05852829999639653
29,9,24,13,0.057199800008675084
29,10,25,12,0.05762520000280347
29,11,21,16,0.059820399997988716
29,12,27,10,0.058714500002679415
29,13,21,16,0.05673929999466054
29,14,36,1,0.06430019999970682
29,15,27,10,0.05965629999991506
29,16,29,8,0.05403200000000652
29,17,29,8,0.07515259999490809
29,18,26,11,0.06133589999808464
29,19,27,10,0.056136699990020134
29,20,32,5,0.05879500000446569
29,21,33,4,0.06603990000439808
29,22,34,3,0.06269249999604654
29,23,31,6,0.058753799996338785
29,24,35,2,0.05928980000317097
29,25,23,14,0.061854800005676225
29,26,36,1,0.06468989999848418
29,27,28,9,0.05785710000782274
