n,wMAPE_MA,wMAPE_Lin,wMAPE_Quad,AvgError_MA,AvgError_Lin,AvgError_Quad
2,0.446544185590415,1.1417189141808148,nan,0.054154305036852646,0.1384610892719221,nan
3,0.4730078766373534,0.650255211308648,2.173675851054092,0.057364537338966765,0.07886039787360906,0.2636148691794455
4,0.44137118964974553,0.6393120477604862,1.0603069828990839,0.05352857453455601,0.07753442771501147,0.12859181272947126
5,0.4506756779885309,0.5516326381213212,0.9613093090741613,0.05465783084969384,0.06690186512876992,0.11658734690126529
6,0.44189367047021605,0.5414279229092382,0.7832231968791903,0.05359356256140986,0.06566523396466285,0.09499054683636082
7,0.4426660952746405,0.5165976016006388,0.7252792056794085,0.05368805624023027,0.06265472188714966,0.08796433971349625
8,0.442452376332392,0.5034309826736828,0.6731356790139196,0.05366294808709396,0.06105875374111932,0.08164143065051098
9,0.44312395784448594,0.49457670655204405,0.6348650460925841,0.05374521468825188,0.05998576877393062,0.07700093302625656
10,0.4453757807567396,0.48568212378537745,0.6112349838763217,0.05401914956069422,0.058907862567515235,0.07413603396808392
11,0.44634735574421014,0.4810131907747138,0.584535380749033,0.05413781048274528,0.058342455996951224,0.07089874120725316
12,0.4485523224261067,0.47570923602482207,0.5707298178747765,0.05440607628020736,0.057700008869375895,0.06922530205336098
13,0.45077192741615163,0.4719812362542959,0.5565529628185071,0.054676125746327416,0.05724869685490176,0.06750677655102237
14,0.4537725881616005,0.4684799930583289,0.5468259773247015,0.055040922540023005,0.05682487590081357,0.06632795159077032
15,0.45619760382004915,0.46573754954039237,0.5364137386801061,0.05533590572116125,0.05649308307708179,0.06506597102348347
16,0.4591539319835775,0.4637566935406874,0.5280048241745298,0.05569534601194524,0.05625366072881216,0.06404695534531236
17,0.4616671596972594,0.4625284208061824,0.5210823250774048,0.05600104831424535,0.056105520819943175,0.06320821364355803
18,0.4642445327969072,0.46198796530333897,0.5144902679499712,0.05631454094154344,0.056040811142856674,0.06240953034802727
19,0.4666125118650007,0.4616328396124498,0.5093011683288196,0.05660264242458972,0.05599858102302933,0.06178100926209722
20,0.4698511237231264,0.46061415280237555,0.5063501938519092,0.05699636673730653,0.05587585482287465,0.0614239700388509
21,0.47229834180753927,0.4605688332441234,0.501930737353508,0.05729409968577051,0.05587120323789093,0.060888779730255346
22,0.475268977883322,0.46030503842239756,0.49953213101778515,0.05765533799236326,0.055840048067152315,0.06059872449521936
23,0.47763348158009666,0.46013752720957996,0.4961830640417175,0.05794305562244536,0.055820572387172813,0.06019335743292776
24,0.48057944380566886,0.4597887407831349,0.4941737939279968,0.058301321397463156,0.05577910478037833,0.05995051506541382
25,0.4831353123231136,0.4594881373881993,0.492132184293757,0.05861227322935767,0.05574348131323155,0.05970374202640623
26,0.48592549971883164,0.4592160867592662,0.49013655166489534,0.0589516616499512,0.055711320740548034,0.059462539366099805
27,0.4883282777377761,0.4595814047644149,0.48742463962465177,0.05924405978613903,0.055756484851941006,0.05913443027492786
28,0.4908532908680289,0.4602741754678583,0.48532281879053674,0.05955129658503645,0.055841377543273105,0.05888032872341818
29,0.49299034177279044,0.4614739232851552,0.48319111922027036,0.059811473628730134,0.05598778120817142,0.058622594473056094
30,0.49480628609934624,0.4630923978043844,0.48048724444087526,0.060032700084791495,0.05618499160165449,0.05829543288036492
31,0.4969765840786911,0.46387938873016094,0.4803222294202201,0.0602969260841478,0.05628132614351387,0.058276294883418976
32,0.49870441669244253,0.46553146222229747,0.47860039346625316,0.0605074760575418,0.056482623497236234,0.058068268255680476
33,0.5009704266734352,0.4656349430503007,0.47942652236910044,0.06078333010041961,0.056496034382017786,0.058169382894638015
34,0.5026025824385023,0.46704032353361175,0.4784151241581933,0.060982285058041874,0.0566674090792435,0.05804754789747473
35,0.5044759773205886,0.46755781523678286,0.4788731858061736,0.061210516754170836,0.056731057116139114,0.05810400590053136
36,0.5060830872438971,0.46907335896910424,0.47829114230946257,0.06140644522905678,0.05691580740785407,0.058034262701244135
37,0.508106263234723,0.46930554399721486,0.47906061863632077,0.06165286448191096,0.05694484244391918,0.058128508811082245
38,0.5096419662787638,0.4707171752627077,0.47843004474271605,0.06184014105522659,0.05711699279380255,0.05805287517426471
39,0.5111666652611612,0.47224252231542,0.4778950090623184,0.06202608804464294,0.057302946882491226,0.05798883206331585
40,0.5129154273244353,0.4731557044627951,0.4783044977241494,0.06223922938614747,0.05741462404248723,0.05803939941047915
41,0.5143379548857201,0.47476289614182743,0.4772275960559064,0.06241278997292302,0.05761051978055991,0.05790960095203974
42,0.5158855619792511,0.4758209332065426,0.4775394064329652,0.06260153393297595,0.057739782795758206,0.05794831559435803
43,0.5173081026119845,0.4774893752245069,0.4770951403349828,0.06277510685191,0.057943122094982626,0.057895281867486235
44,0.5188424405507204,0.47844994639607097,0.4781223984324163,0.06296225178785,0.05806056644267146,0.0580208180417147
45,0.5200439899864666,0.48034533851175626,0.4774939983630372,0.06310901743404529,0.0582914578885715,0.057945438554398314
46,0.5212702350935218,0.4812820543743376,0.47847251672479907,0.0632587844715282,0.058406016108359576,0.0580650644777625
47,0.522433217615634,0.4827987835392411,0.4785492909498492,0.06340087869489197,0.05859096641847398,0.0580752611472727
48,0.5235455507689994,0.4836552643195847,0.47939141180348943,0.06353683047951687,0.05869579541734664,0.058178339631299224
49,0.5247710848972138,0.48476272734321896,0.47971590387010277,0.06368652451938588,0.05883108694351058,0.058218601507258404
50,0.5258074581195638,0.4858389099336343,0.48017157008635647,0.06381326606919774,0.058962586299630415,0.05827478421543751
51,0.5268700360551031,0.48714498454922733,0.4802382741148528,0.06394319177469282,0.05912199031537488,0.05828376251797699
52,0.5278683125160774,0.4881187735442869,0.48099405021721264,0.06406531739772388,0.05924107095166819,0.05837637108145943
53,0.5286737169002416,0.4894017494254345,0.4809028149182969,0.06416403823506286,0.059397680570463775,0.05836618242474407
54,0.5295622866025608,0.49033001123513437,0.48133482627232377,0.0642728558196166,0.059511243367295866,0.05841949978809484
55,0.5302973684132425,0.4915656566075186,0.48103752581631976,0.06436304762819942,0.059662117244304265,0.05838430101531282
56,0.5310254942660195,0.4926867548857906,0.48128814361830796,0.06445239790103034,0.05979909271655197,0.05841560390694881
57,0.5316599524708977,0.4941016606725691,0.48120220335907754,0.0645303819431722,0.05997173331143807,0.05840605791416465
58,0.5323869338985345,0.4952954928206285,0.48146053125833654,0.06461959855167734,0.0601175458536405,0.05843829791345065
59,0.5329305341155587,0.49655971701799,0.4814529157833814,0.06468655924119675,0.06027190692870146,0.058438258956871006
60,0.533490929691816,0.49777068711849876,0.4816438132273599,0.06475556059408746,0.06041980865594626,0.05846231565779158
61,0.534119383900805,0.49865469619252284,0.48213510574312385,0.06483282517498905,0.06052802746986859,0.058522835836966894
62,0.534588718241215,0.49987007271947936,0.48262367889590213,0.06489077741363085,0.06067647243153913,0.058583027761634106
63,0.5352201813168298,0.5006963857287542,0.4831624515564302,0.06496841162002218,0.060777694900534786,0.05864931504418602
64,0.5355227822683536,0.5020838045253642,0.4836096368386951,0.06500612820907374,0.06094703203928357,0.05870448671169053
65,0.535949145854503,0.5032733108504864,0.4841982763647916,0.06505886948795686,0.06109234971387057,0.0587768311825286
66,0.5361338052348628,0.5046531090567201,0.4848056094224613,0.06508227144584808,0.06126077167477411,0.05885144708806486
67,0.5365053730183564,0.5056833365507861,0.4856948594079187,0.06512836361254515,0.06138676306333609,0.05896028818928636
68,0.5365841684561461,0.5070815096889562,0.48629118215219114,0.06513891592400846,0.06155742522423607,0.059033572533340795
69,0.5368591337713414,0.5079882874580394,0.48722225759966364,0.065173283061065,0.06166843845542059,0.05914749719377673
70,0.5370883915310826,0.5091579921692454,0.4883008086573077,0.06520210237891332,0.061811374172178246,0.05927932872840267
71,0.5371224606085198,0.5104450365023664,0.48853399487523486,0.06520722646076639,0.06196855937335921,0.05930853608601972
72,0.5373017650379558,0.5116388268867551,0.48944019107845077,0.06522998268819652,0.062114428040403985,0.0594194496805712
73,0.5373278991296165,0.5129625774673616,0.48955606998746287,0.06523414400311976,0.0622760789099566,0.059434418385671484
74,0.5372650442753019,0.5143646469374193,0.49012151299643925,0.06522750160223177,0.06244724310604887,0.05950396757597711
75,0.5371514035908526,0.5157170430443075,0.4903821817951165,0.06521469317357047,0.06261238172642522,0.05953651672464712
76,0.5369862911821082,0.5170458377795201,0.4909520485526421,0.06519563516222165,0.06277465990391018,0.05960660665865822
77,0.5368679870588816,0.5183307163658031,0.49142171612723495,0.06518225966458299,0.06293161104906683,0.05966453332578212
78,0.5365580430610214,0.5198469830762733,0.4916630944769116,0.06514561601286366,0.06311666069104324,0.059694744258724355
79,0.5364468881855244,0.5208878123761186,0.492461262479836,0.06513310738307969,0.06324399034690273,0.05979255914709149
80,0.5360439664905937,0.5223262911186646,0.49272905089086155,0.06508517274670375,0.06341960550394533,0.05982597958243049
81,0.5358425313444497,0.5233137046303611,0.49364177173993184,0.0650617010416044,0.06354045789573307,0.0599377083674344
82,0.5354263145844849,0.5247412960889506,0.49384394895268274,0.06501214956610157,0.06371476092152736,0.05996316541995444
83,0.5352058581419995,0.5256904679862976,0.4949811008603274,0.0649863664175264,0.06383097803405331,0.06010215079096792
84,0.5348018686188291,0.5270657368666226,0.4953091524355613,0.06493829698988121,0.063998937479835,0.06014289539738243
85,0.5346203427035715,0.5278118355738267,0.49672774305493966,0.0649172391497979,0.06409050389434644,0.060316061908845836
86,0.534094280158489,0.5293482512823331,0.4969756413154521,0.06485434405568692,0.06427804020622206,0.06034707808442287
87,0.5338371008126133,0.5301351958795198,0.498328055781055,0.06482409767200391,0.06437457356326344,0.06051221713792036
88,0.5332987385947794,0.5314961699710153,0.49875961715068046,0.06475970568153094,0.06454081558279694,0.060565539865365274
89,0.5330195590241661,0.5321252230011954,0.5000580480925784,0.06472678536744547,0.06461818241878228,0.060724131792478236
90,0.5324658516364681,0.5332963933597433,0.5004575061786334,0.064660526493622,0.06476138416353035,0.06077356085416815
91,0.5321503832231236,0.5338927675760814,0.501746476371233,0.06462319683916676,0.06483478824370288,0.06093101184952327
92,0.5316222176066353,0.5349108013286659,0.5023312422034237,0.06456003617101783,0.06495940075175596,0.06100294926063763
93,0.5313189029961344,0.5353196099001333,0.5039457183437465,0.06452417983789036,0.0650100318004249,0.06119993844672837
94,0.5308434306676845,0.5360726422464956,0.5045348630219251,0.06446741500427605,0.06510246807928997,0.06127241389735067
95,0.5304448772357578,0.5365076790957822,0.5059102144987323,0.06441998988122402,0.06515628813055338,0.06144037259564494
96,0.5299806186687632,0.537085889964515,0.5068515581786376,0.06436458362534457,0.065227497876143,0.06155562741892403
97,0.5296194836420457,0.5373523965234223,0.5085218657980264,0.06432169992936736,0.06526085363745086,0.06175941760006999
